Institution,State,Institution Type,MSI,10yr Earnings Premium,Meets Threshold 1
Missouri Valley College,MO,4-year,Non-MSI,43221,FALSE
Missouri Western State University,MO,4-year,Non-MSI,42647,FALSE
University of Missouri-Columbia,MO,4-year,Non-MSI,63403,TRUE
University of Missouri-Kansas City,MO,4-year,Non-MSI,59637,TRUE
Missouri University of Science and Technology,MO,4-year,Non-MSI,82957,TRUE
University of Missouri-St Louis,MO,4-year,Non-MSI,53037,TRUE
Moberly Area Community College,MO,2-Year,Non-MSI,37537,FALSE
Nazarene Theological Seminary,MO,4-year,Non-MSI,NA,NA
Neosho Beauty College,MO,Less-than-2-year,Non-MSI,18280,FALSE
Truman State University,MO,4-year,Non-MSI,56280,TRUE
Northwest Missouri State University,MO,4-year,Non-MSI,47885,TRUE
Ozark Christian College,MO,4-year,Non-MSI,41297,FALSE
College of the Ozarks,MO,4-year,Non-MSI,41592,FALSE
Park University,MO,4-year,Non-MSI,56309,TRUE
Stevens-The Institute of Business & Arts,MO,4-year,Non-MSI,29058,FALSE
Poplar Bluff Technical Career Center,MO,Less-than-2-year,Non-MSI,37750,FALSE
Ranken Technical College,MO,4-year,Non-MSI,55955,TRUE
Research College of Nursing,MO,4-year,Non-MSI,85910,TRUE
Rockhurst University,MO,4-year,Non-MSI,67102,TRUE
Saint Louis University,MO,4-year,Non-MSI,70783,TRUE
Salem College of Hairstyling,MO,Less-than-2-year,Non-MSI,18275,FALSE
University of Health Sciences and Pharmacy in St. Louis,MO,4-year,Non-MSI,137047,TRUE
Saint Louis Community College,MO,2-Year,Non-MSI,35325,FALSE
Saint Paul School of Theology,KS,4-year,Non-MSI,NA,NA
Southwest Baptist University,MO,4-year,Non-MSI,43112,FALSE
Missouri State University-West Plains,MO,2-Year,Non-MSI,36922,FALSE
St Louis College of Health Careers-St Louis,MO,Less-than-2-year,Non-MSI,32217,FALSE
State Fair Community College,MO,2-Year,Non-MSI,35562,FALSE
Stephens College,MO,4-year,Non-MSI,43071,FALSE
Southeast Missouri State University,MO,4-year,Non-MSI,44030,FALSE
Missouri State University-Springfield,MO,4-year,Non-MSI,49827,TRUE
Three Rivers College,MO,2-Year,Non-MSI,32442,FALSE
North Central Missouri College,MO,2-Year,Non-MSI,40837,FALSE
Kansas City University,MO,4-year,Non-MSI,NA,NA
Washington University in St Louis,MO,4-year,Non-MSI,86182,TRUE
Webster University,MO,4-year,Non-MSI,50876,TRUE
Westminster College,MO,4-year,Non-MSI,52199,TRUE
William Jewell College,MO,4-year,Non-MSI,59268,TRUE
William Woods University,MO,4-year,Non-MSI,42401,FALSE
Academy of Cosmetology Inc,MT,Less-than-2-year,Non-MSI,NA,NA
Blackfeet Community College,MT,4-year,TRIBAL,22953,FALSE
Butte Academy of Beauty Culture,MT,Less-than-2-year,Non-MSI,NA,NA
Highlands College of Montana Tech,MT,2-Year,Non-MSI,54329,TRUE
Crevier's Academy of Cosmetology Arts,MT,Less-than-2-year,Non-MSI,14047,FALSE
Carroll College,MT,4-year,Non-MSI,61772,TRUE
Dawson Community College,MT,2-Year,Non-MSI,41951,FALSE
Chief Dull Knife College,MT,2-Year,TRIBAL,20073,FALSE
Montana State University Billings,MT,4-year,Non-MSI,44296,TRUE
Flathead Valley Community College,MT,2-Year,Non-MSI,38520,FALSE
Aaniiih Nakoda College,MT,4-year,TRIBAL,30528,FALSE
Fort Peck Community College,MT,2-Year,TRIBAL,14747,FALSE
Great Falls College Montana State University,MT,2-Year,Non-MSI,38034,FALSE
University of Providence,MT,4-year,Non-MSI,48296,TRUE
Helena College University of Montana,MT,2-Year,Non-MSI,40738,FALSE
Little Big Horn College,MT,2-Year,TRIBAL,21152,FALSE
Miles Community College,MT,2-Year,Non-MSI,42862,FALSE
Montana Technological University,MT,4-year,Non-MSI,54329,TRUE
Montana State University,MT,4-year,Non-MSI,53263,TRUE
The University of Montana,MT,4-year,Non-MSI,44511,TRUE
Montana State University-Northern,MT,4-year,NANTI,49505,TRUE
Rocky Mountain College,MT,4-year,Non-MSI,49036,TRUE
Salish Kootenai College,MT,4-year,TRIBAL,32725,FALSE
The University of Montana-Western,MT,4-year,Non-MSI,43229,TRUE
Bellevue University,NE,4-year,Non-MSI,61289,TRUE
Clarkson College,NE,4-year,Non-MSI,64876,TRUE
Bryan College of Health Sciences,NE,4-year,Non-MSI,70845,TRUE
Central Community College,NE,2-Year,Non-MSI,39429,FALSE
Chadron State College,NE,4-year,Non-MSI,47002,FALSE
College of Hair Design-Downtown,NE,2-Year,Non-MSI,28376,FALSE
Concordia University-Nebraska,NE,4-year,Non-MSI,52415,TRUE
Creighton University,NE,4-year,Non-MSI,73911,TRUE
Doane University,NE,4-year,Non-MSI,53316,TRUE
Hastings College,NE,4-year,Non-MSI,51303,TRUE
CHI Health School of Radiologic Technology,NE,4-year,Non-MSI,48110,TRUE
Joseph's College Cosmetology,NE,2-Year,Non-MSI,23032,FALSE
University of Nebraska at Kearney,NE,4-year,Non-MSI,50105,TRUE
Nebraska Methodist College of Nursing & Allied Health,NE,4-year,Non-MSI,65071,TRUE
Metropolitan Community College Area,NE,2-Year,Non-MSI,38773,FALSE
Mid-Plains Community College,NE,2-Year,Non-MSI,40059,FALSE
Midland University,NE,4-year,Non-MSI,52163,TRUE
University of Nebraska at Omaha,NE,4-year,Non-MSI,53909,TRUE
Nebraska Indian Community College,NE,2-Year,TRIBAL,31458,FALSE
University of Nebraska Medical Center,NE,4-year,Non-MSI,76833,TRUE
Nebraska Wesleyan University,NE,4-year,Non-MSI,56405,TRUE
University of Nebraska-Lincoln,NE,4-year,Non-MSI,56887,TRUE
Northeast Community College,NE,2-Year,Non-MSI,42634,FALSE
Peru State College,NE,4-year,Non-MSI,47071,FALSE
Summit Christian College,NE,4-year,Non-MSI,NA,NA
College of Saint Mary,NE,4-year,Non-MSI,54338,TRUE
Southeast Community College Area,NE,2-Year,Non-MSI,43405,FALSE
Union Adventist University,NE,4-year,HSI,55045,TRUE
Nebraska College of Technical Agriculture,NE,2-Year,Non-MSI,56887,TRUE
Wayne State College,NE,4-year,Non-MSI,47075,FALSE
Western Nebraska Community College,NE,2-Year,Non-MSI,38729,FALSE
York University,NE,4-year,Non-MSI,44130,FALSE
Academy of Hair Design-Las Vegas,NV,Less-than-2-year,Non-MSI,24391,FALSE
Career College of Northern Nevada,NV,2-Year,Non-MSI,37565,FALSE
College of Southern Nevada,NV,4-year,AANAPII,38087,FALSE
Las Vegas College,NV,4-year,Non-MSI,31398,FALSE
University of Nevada-Las Vegas,NV,4-year,AANAPII,55037,TRUE
University of Nevada-Reno,NV,4-year,Non-MSI,60614,TRUE
Great Basin College,NV,4-year,Non-MSI,39289,FALSE
Truckee Meadows Community College,NV,4-year,HSI,44573,FALSE
Western Nevada College,NV,4-year,HSI,41987,FALSE
Colby-Sawyer College,NH,4-year,Non-MSI,46474,FALSE
Dartmouth College,NH,4-year,Non-MSI,97434,TRUE
Empire Beauty School-Laconia,NH,Less-than-2-year,Non-MSI,33546,FALSE
Empire Beauty School-Somersworth,NH,Less-than-2-year,Non-MSI,NA,NA
Franklin Pierce University,NH,4-year,Non-MSI,53353,TRUE
University of New Hampshire-Franklin Pierce School of Law,NH,4-year,Non-MSI,66479,TRUE
Keene Beauty Academy,NH,Less-than-2-year,Non-MSI,NA,NA
Magdalen College,NH,4-year,Non-MSI,35809,FALSE
New England College,NH,4-year,Non-MSI,42092,FALSE
New England School of Hair Design,NH,Less-than-2-year,Non-MSI,NA,NA
Southern New Hampshire University,NH,4-year,Non-MSI,50318,FALSE
New Hampshire Institute for Therapeutic Arts,NH,Less-than-2-year,Non-MSI,NA,NA
University of New Hampshire-Main Campus,NH,4-year,Non-MSI,66479,TRUE
Keene State College,NH,4-year,Non-MSI,54368,TRUE
University of New Hampshire at Manchester,NH,4-year,Non-MSI,66479,TRUE
Plymouth State University,NH,4-year,Non-MSI,57304,TRUE
NHTI-Concord's Community College,NH,2-Year,Non-MSI,48943,FALSE
White Mountains Community College,NH,2-Year,Non-MSI,35037,FALSE
River Valley Community College,NH,2-Year,Non-MSI,44700,FALSE
Lakes Region Community College,NH,2-Year,Non-MSI,51182,FALSE
Manchester Community College,NH,2-Year,Non-MSI,49063,FALSE
Nashua Community College,NH,2-Year,Non-MSI,46164,FALSE
Great Bay Community College,NH,2-Year,Non-MSI,42397,FALSE
Paul Mitchell the School-Portsmouth,NH,Less-than-2-year,Non-MSI,NA,NA
Rivier University,NH,4-year,Non-MSI,52248,FALSE
Saint Anselm College,NH,4-year,Non-MSI,73371,TRUE
St Joseph School of Nursing,NH,2-Year,Non-MSI,NA,NA
University of New Hampshire College of Professional Studies Online,NH,4-year,Non-MSI,51254,FALSE
Thomas More College of Liberal Arts,NH,4-year,Non-MSI,53565,TRUE
Eastwick College-Hackensack,NJ,2-Year,Non-MSI,39762,FALSE
Assumption College for Sisters,NJ,2-Year,Non-MSI,NA,NA
Atlantic Cape Community College,NJ,2-Year,HSI,34241,FALSE
Fortis Institute-Wayne,NJ,Less-than-2-year,Non-MSI,36920,FALSE
Bergen Community College,NJ,2-Year,HSI,46624,FALSE
Berkeley College-Woodland Park,NJ,4-year,Non-MSI,40251,FALSE
Beth Medrash Govoha,NJ,4-year,Non-MSI,47544,FALSE
Bloomfield College,NJ,4-year,PBI,45902,FALSE
Brookdale Community College,NJ,2-Year,Non-MSI,44379,FALSE
Rowan College at Burlington County,NJ,2-Year,Non-MSI,44745,FALSE
Caldwell University,NJ,4-year,HSI,53843,FALSE
Camden County College,NJ,2-Year,Non-MSI,41212,FALSE
Centenary University,NJ,4-year,Non-MSI,53726,FALSE
Adult and Continuing Education-BCTS,NJ,Less-than-2-year,Non-MSI,49739,FALSE
Lincoln Technical Institute-Iselin,NJ,Less-than-2-year,Non-MSI,31914,FALSE
American Institute-Clifton,NJ,2-Year,Non-MSI,28710,FALSE
County College of Morris,NJ,2-Year,Non-MSI,50243,FALSE
Rowan College of South Jersey-Cumberland Campus,NJ,2-Year,HSI,41751,FALSE
Drew University,NJ,4-year,Non-MSI,63646,TRUE
Lincoln Technical Institute-South Plainfield,NJ,2-Year,Non-MSI,46396,FALSE
Essex County College,NJ,2-Year,PBI,37230,FALSE
Empire Beauty School-Union,NJ,Less-than-2-year,Non-MSI,23925,FALSE
Fairleigh Dickinson University-Metropolitan Campus,NJ,4-year,HSI,57273,FALSE
Felician University,NJ,4-year,HSI,57602,FALSE
Fairleigh Dickinson University-Florham Campus,NJ,4-year,Non-MSI,57273,FALSE
Hohokus School of Trade and Technical Sciences,NJ,Less-than-2-year,Non-MSI,43917,FALSE
Georgian Court University,NJ,4-year,Non-MSI,53096,FALSE
Rowan University,NJ,4-year,Non-MSI,59988,FALSE
Rowan College of South Jersey-Gloucester Campus,NJ,2-Year,Non-MSI,41751,FALSE
Empire Beauty School-Cherry Hill,NJ,Less-than-2-year,Non-MSI,24397,FALSE
Eastwick College-Ramsey,NJ,4-year,Non-MSI,51725,FALSE
Holy Name Medical Center-Sister Claire Tynan School of Nursing,NJ,2-Year,Non-MSI,87408,TRUE
Hudson County Community College,NJ,2-Year,HSI,34333,FALSE
New Jersey City University,NJ,4-year,HSI,52745,FALSE
Joe Kubert School of Cartoon and Graphic Art,NJ,Less-than-2-year,Non-MSI,33959,FALSE
Kean University,NJ,4-year,HSI,57237,FALSE
Lincoln Technical Institute-Union,NJ,Less-than-2-year,Non-MSI,46396,FALSE
Rizzieri Aveda School for Beauty and Wellness,NJ,Less-than-2-year,Non-MSI,29601,FALSE
Mercer County Community College,NJ,2-Year,HSI,43264,FALSE
Middlesex College,NJ,2-Year,AANAPII,46861,FALSE
Monmouth University,NJ,4-year,Non-MSI,67991,TRUE
Montclair State University,NJ,4-year,HSI,61415,TRUE
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,NJ,2-Year,Non-MSI,73894,TRUE
Eastwick College-Nutley,NJ,2-Year,Non-MSI,42827,FALSE
New Brunswick Theological Seminary,NJ,4-year,Non-MSI,NA,NA
Robert Fiance Beauty Schools-West New York,NJ,Less-than-2-year,Non-MSI,18123,FALSE
New Jersey Institute of Technology,NJ,4-year,AANAPII,84276,TRUE
Ocean County College,NJ,2-Year,Non-MSI,45210,FALSE
P B Cosmetology Education Center,NJ,Less-than-2-year,Non-MSI,26800,FALSE
Parisian Beauty School,NJ,Less-than-2-year,Non-MSI,27767,FALSE
Passaic County Community College,NJ,2-Year,HSI,36972,FALSE
Pennco Tech-Blackwood,NJ,2-Year,Non-MSI,42013,FALSE
Princeton Theological Seminary,NJ,4-year,Non-MSI,NA,NA
Princeton University,NJ,4-year,Non-MSI,110066,TRUE
Rabbinical College of America,NJ,4-year,Non-MSI,34990,FALSE
Ramapo College of New Jersey,NJ,4-year,AANAPII,67541,TRUE
Robert Fiance Beauty Schools,FL,Less-than-2-year,Non-MSI,27359,FALSE
Rider University,NJ,4-year,Non-MSI,62208,TRUE
Rutgers University-Camden,NJ,4-year,AANAPII,74479,TRUE
Rutgers University-New Brunswick,NJ,4-year,Non-MSI,74479,TRUE
Rutgers University-Newark,NJ,4-year,AANAPII,74479,TRUE
Capital Health School of Radiologic Technology,NJ,2-Year,Non-MSI,NA,NA
Capital Health School of Nursing,NJ,2-Year,Non-MSI,NA,NA
Saint Peter's University,NJ,4-year,HSI,57815,FALSE
Salem Community College,NJ,2-Year,Non-MSI,38020,FALSE
Seton Hall University,NJ,4-year,Non-MSI,70196,TRUE
Shore Beauty School,NJ,Less-than-2-year,Non-MSI,21377,FALSE
Saint Elizabeth University,NJ,4-year,HSI,53038,FALSE
Raritan Valley Community College,NJ,2-Year,HSI,48145,FALSE
Stevens Institute of Technology,NJ,4-year,Non-MSI,108772,TRUE
Stockton University,NJ,4-year,Non-MSI,57602,FALSE
Talmudical Academy-New Jersey,NJ,4-year,Non-MSI,40344,FALSE
Aviation Institute of Maintenance-Teterboro,NJ,2-Year,Non-MSI,73971,TRUE
Thomas Edison State University,NJ,4-year,Non-MSI,69331,TRUE
The College of New Jersey,NJ,4-year,Non-MSI,73323,TRUE
UCNJ Union College of Union County NJ,NJ,2-Year,HSI,41595,FALSE
William Paterson University of New Jersey,NJ,4-year,HSI,57780,FALSE
Olympian Academy of Cosmetology,NM,Less-than-2-year,Non-MSI,23991,FALSE
Central New Mexico Community College,NM,2-Year,HSI,36869,FALSE
Navajo Technical University,NM,4-year,TRIBAL,26364,FALSE
New Mexico State University-Dona Ana,NM,2-Year,HSI,39067,FALSE
Clovis Community College,NM,2-Year,HSI,34020,FALSE
Eastern New Mexico University-Main Campus,NM,4-year,HSI,38550,FALSE
Eastern New Mexico University-Roswell Campus,NM,2-Year,HSI,38550,FALSE
Institute of American Indian and Alaska Native Culture and Arts Development,NM,4-year,TRIBAL,24505,FALSE
New Mexico Highlands University,NM,4-year,HSI,45937,TRUE
New Mexico Junior College,NM,2-Year,Non-MSI,34233,FALSE
New Mexico Military Institute,NM,2-Year,Non-MSI,57410,TRUE
University of New Mexico-Gallup Campus,NM,2-Year,NANTI,44792,TRUE
New Mexico Institute of Mining and Technology,NM,4-year,HSI,76489,TRUE
University of New Mexico-Los Alamos Campus,NM,2-Year,HSI,44792,TRUE
University of New Mexico-Main Campus,NM,4-year,HSI,44792,TRUE
New Mexico State University-Alamogordo,NM,2-Year,HSI,39067,FALSE
Southeast New Mexico College,NM,2-Year,HSI,39067,FALSE
New Mexico State University-Grants,NM,2-Year,HSI,39067,FALSE
New Mexico State University-Main Campus,NM,4-year,HSI,39067,FALSE
University of New Mexico-Valencia County Campus,NM,2-Year,HSI,44792,TRUE
Northern New Mexico College,NM,4-year,HSI,38112,FALSE
San Juan College,NM,2-Year,NANTI,36513,FALSE
Santa Fe Community College,NM,2-Year,HSI,38005,FALSE
University of the Southwest,NM,4-year,HSI,45389,TRUE
Southwestern College,NM,4-year,Non-MSI,NA,NA
Southwestern Indian Polytechnic Institute,NM,2-Year,TRIBAL,27660,FALSE
University of New Mexico-Taos Campus,NM,2-Year,HSI,44792,TRUE
Mesalands Community College,NM,2-Year,Non-MSI,32272,FALSE
Vogue College of Cosmetology-Santa Fe,NM,Less-than-2-year,Non-MSI,NA,NA
Western New Mexico University,NM,4-year,HSI,39095,FALSE
Vaughn College of Aeronautics and Technology,NY,4-year,AANAPII,64973,TRUE
Adelphi University,NY,4-year,AANAPII,75482,TRUE
SUNY Adirondack,NY,2-Year,Non-MSI,41267,FALSE
Bryant & Stratton College-Albany,NY,4-year,HSI,32568,FALSE
Albany College of Pharmacy and Health Sciences,NY,4-year,Non-MSI,131426,TRUE
Albany Law School,NY,4-year,Non-MSI,NA,NA
Albany Medical College,NY,4-year,Non-MSI,NA,NA
Alfred University,NY,4-year,Non-MSI,54897,TRUE
Allen School-Brooklyn,NY,Less-than-2-year,Non-MSI,34186,FALSE
The Ailey School,NY,2-Year,Non-MSI,22782,FALSE
American Academy of Dramatic Arts-New York,NY,2-Year,Non-MSI,27019,FALSE
American Academy McAllister Institute of Funeral Service,NY,2-Year,Non-MSI,54695,TRUE
Joffrey Ballet School,NY,2-Year,Non-MSI,17071,FALSE
American Musical and Dramatic Academy,NY,4-year,Non-MSI,26975,FALSE
Apex Technical School,NY,Less-than-2-year,Non-MSI,41093,FALSE
Arnot Ogden Medical Center,NY,2-Year,Non-MSI,70775,TRUE
Associated Beth Rivkah Schools,NY,4-year,Non-MSI,17686,FALSE
Bank Street College of Education,NY,4-year,Non-MSI,NA,NA
Bard College,NY,4-year,Non-MSI,46543,FALSE
Barnard College,NY,4-year,Non-MSI,80516,TRUE
Berk Trade and Business School,NY,Less-than-2-year,Non-MSI,49748,FALSE
Berkeley College-New York,NY,4-year,Non-MSI,45884,FALSE
Berkowits School of Electrolysis,NY,Less-than-2-year,Non-MSI,NA,NA
Beth Hamedrash Shaarei Yosher Institute,NY,4-year,Non-MSI,NA,NA
Mount Sinai Phillips School of Nursing,NY,4-year,Non-MSI,96980,TRUE
Brittany Beauty Academy,NY,Less-than-2-year,Non-MSI,17992,FALSE
Boricua College,NY,4-year,HSI,35348,FALSE
Brittany Beauty Academy,NY,Less-than-2-year,Non-MSI,18753,FALSE
American Beauty School,NY,Less-than-2-year,Non-MSI,21111,FALSE
Brooklyn Law School,NY,4-year,Non-MSI,NA,NA
SUNY Broome Community College,NY,2-Year,Non-MSI,39710,FALSE
Bryant & Stratton College-Syracuse North,NY,4-year,Non-MSI,32568,FALSE
Bryant & Stratton College-Buffalo,NY,4-year,Non-MSI,32568,FALSE
Bryant & Stratton College-Greece,NY,4-year,Non-MSI,32568,FALSE
Canisius University,NY,4-year,Non-MSI,60681,TRUE
Capri Cosmetology Learning Centers,NY,Less-than-2-year,Non-MSI,30190,FALSE
St Paul's School of Nursing-Queens,NY,2-Year,Non-MSI,104403,TRUE
Cayuga County Community College,NY,2-Year,Non-MSI,38709,FALSE
Cazenovia College,NY,4-year,Non-MSI,49555,FALSE
Central Yeshiva Tomchei Tmimim Lubavitz,NY,4-year,Non-MSI,35023,FALSE
Christine Valmy International School for Esthetics Skin Care & Makeup,NY,Less-than-2-year,Non-MSI,NA,NA
Circle in the Square Theatre School,NY,2-Year,Non-MSI,39899,FALSE
Clarkson University,NY,4-year,Non-MSI,89696,TRUE
Clinton Community College,NY,2-Year,Non-MSI,39246,FALSE
Cochran School of Nursing,NY,2-Year,Non-MSI,99503,TRUE
Colgate Rochester Crozer Divinity School,NY,4-year,Non-MSI,NA,NA
Colgate University,NY,4-year,Non-MSI,85139,TRUE
Metropolitan College of New York,NY,4-year,PBI,46236,FALSE
Columbia University in the City of New York,NY,4-year,Non-MSI,102491,TRUE
Columbia-Greene Community College,NY,2-Year,Non-MSI,44441,FALSE
Empire Beauty School-Queens,NY,Less-than-2-year,Non-MSI,24397,FALSE
Continental School of Beauty Culture-Rochester,NY,Less-than-2-year,Non-MSI,23906,FALSE
The Cooper Union for the Advancement of Science and Art,NY,4-year,Non-MSI,83847,TRUE
Cornell University,NY,4-year,Non-MSI,104043,TRUE
Weill Medical College of Cornell University,NY,4-year,Non-MSI,104043,TRUE
SUNY Corning Community College,NY,2-Year,Non-MSI,38817,FALSE
Pomeroy College of Nursing at Crouse Hospital,NY,2-Year,Non-MSI,83972,TRUE
Culinary Institute of America,NY,4-year,Non-MSI,47475,FALSE
CUNY Bernard M Baruch College,NY,4-year,AANAPII,75971,TRUE
CUNY Borough of Manhattan Community College,NY,2-Year,AANAPII,42306,FALSE
CUNY Bronx Community College,NY,2-Year,HSI,41307,FALSE
CUNY Brooklyn College,NY,4-year,AANAPII,60752,TRUE
College of Staten Island CUNY,NY,4-year,AANAPII,53501,FALSE
CUNY City College,NY,4-year,AANAPII,66039,TRUE
CUNY Graduate School and University Center,NY,4-year,Non-MSI,65991,TRUE
CUNY Hostos Community College,NY,2-Year,HSI,40485,FALSE
CUNY Hunter College,NY,4-year,AANAPII,63163,TRUE
CUNY John Jay College of Criminal Justice,NY,4-year,AANAPII,56195,TRUE
CUNY Kingsborough Community College,NY,2-Year,AANAPII,42621,FALSE
CUNY LaGuardia Community College,NY,2-Year,AANAPII,41653,FALSE
CUNY Lehman College,NY,4-year,HSI,58013,TRUE
CUNY Medgar Evers College,NY,4-year,PBI,46498,FALSE
CUNY New York City College of Technology,NY,4-year,AANAPII,49365,FALSE
CUNY Queens College,NY,4-year,AANAPII,62763,TRUE
CUNY Queensborough Community College,NY,2-Year,AANAPII,44214,FALSE
CUNY School of Law,NY,4-year,Non-MSI,NA,NA
CUNY York College,NY,4-year,AANAPII,56945,TRUE
CVPH Medical Center School of Radiologic Technology,NY,2-Year,Non-MSI,NA,NA
D'Youville  University,NY,4-year,Non-MSI,66942,TRUE
Daemen University,NY,4-year,Non-MSI,61808,TRUE
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,NY,4-year,Non-MSI,NA,NA
Dominican University New York,NY,4-year,HSI,61171,TRUE
Dutchess Community College,NY,2-Year,HSI,43929,FALSE
Belanger School of Nursing,NY,2-Year,Non-MSI,79677,TRUE
Elmira College,NY,4-year,Non-MSI,57550,TRUE
Erie Community College,NY,2-Year,Non-MSI,41228,FALSE
Fashion Institute of Technology,NY,4-year,Non-MSI,62696,TRUE
Finger Lakes Community College,NY,2-Year,Non-MSI,40054,FALSE
Five Towns College,NY,4-year,Non-MSI,35887,FALSE
Fordham University,NY,4-year,Non-MSI,85569,TRUE
Fulton-Montgomery Community College,NY,2-Year,Non-MSI,39535,FALSE
Gemological Institute of America-New York,NY,Less-than-2-year,Non-MSI,42588,FALSE
Genesee Community College,NY,2-Year,Non-MSI,39674,FALSE
Hamilton College,NY,4-year,Non-MSI,78411,TRUE
Hartwick College,NY,4-year,Non-MSI,61107,TRUE
Helene Fuld College of Nursing,NY,4-year,Non-MSI,111027,TRUE
Herkimer County Community College,NY,2-Year,Non-MSI,39199,FALSE
